1,2016,Jan,01/01/2016
2,2016,Jan,02/01/2016
3,2016,Jan,03/01/2016
4,2016,Jan,04/01/2016
5,2016,Jan,05/01/2016
6,2016,Jan,06/01/2016
7,2016,Jan,07/01/2016
8,2016,Jan,08/01/2016
9,2016,Jan,09/01/2016
10,2016,Jan,10/01/2016
11,2016,Jan,11/01/2016
12,2016,Jan,12/01/2016
13,2016,Jan,13/01/2016
14,2016,Jan,14/01/2016
15,2016,Jan,15/01/2016
16,2016,Jan,16/01/2016
17,2016,Jan,17/01/2016
18,2016,Jan,18/01/2016
19,2016,Jan,19/01/2016
20,2016,Jan,20/01/2016
21,2016,Jan,21/01/2016
22,2016,Jan,22/01/2016
23,2016,Jan,23/01/2016
24,2016,Jan,24/01/2016
25,2016,Jan,25/01/2016
26,2016,Jan,26/01/2016
27,2016,Jan,27/01/2016
28,2016,Jan,28/01/2016
29,2016,Jan,29/01/2016
30,2016,Jan,30/01/2016
31,2016,Jan,31/01/2016
32,2016,Feb,01/02/2016
33,2016,Feb,02/02/2016
34,2016,Feb,03/02/2016
35,2016,Feb,04/02/2016
36,2016,Feb,05/02/2016
37,2016,Feb,06/02/2016
38,2016,Feb,07/02/2016
39,2016,Feb,08/02/2016
40,2016,Feb,09/02/2016
41,2016,Feb,10/02/2016
42,2016,Feb,11/02/2016
43,2016,Feb,12/02/2016
44,2016,Feb,13/02/2016
45,2016,Feb,14/02/2016
46,2016,Feb,15/02/2016
47,2016,Feb,16/02/2016
48,2016,Feb,17/02/2016
49,2016,Feb,18/02/2016
50,2016,Feb,19/02/2016
51,2016,Feb,20/02/2016
52,2016,Feb,21/02/2016
53,2016,Feb,22/02/2016
54,2016,Feb,23/02/2016
55,2016,Feb,24/02/2016
56,2016,Feb,25/02/2016
57,2016,Feb,26/02/2016
58,2016,Feb,27/02/2016
59,2016,Feb,28/02/2016
60,2016,Feb,29/02/2016
61,2016,Mar,01/03/2016
62,2016,Mar,02/03/2016
63,2016,Mar,03/03/2016
64,2016,Mar,04/03/2016
65,2016,Mar,05/03/2016
66,2016,Mar,06/03/2016
67,2016,Mar,07/03/2016
68,2016,Mar,08/03/2016
69,2016,Mar,09/03/2016
70,2016,Mar,10/03/2016
71,2016,Mar,11/03/2016
72,2016,Mar,12/03/2016
73,2016,Mar,13/03/2016
74,2016,Mar,14/03/2016
75,2016,Mar,15/03/2016
76,2016,Mar,16/03/2016
77,2016,Mar,17/03/2016
78,2016,Mar,18/03/2016
79,2016,Mar,19/03/2016
80,2016,Mar,20/03/2016
81,2016,Mar,21/03/2016
82,2016,Mar,22/03/2016
83,2016,Mar,23/03/2016
84,2016,Mar,24/03/2016
85,2016,Mar,25/03/2016
86,2016,Mar,26/03/2016
87,2016,Mar,27/03/2016
88,2016,Mar,28/03/2016
89,2016,Mar,29/03/2016
90,2016,Mar,30/03/2016
91,2016,Mar,31/03/2016
92,2016,Apr,01/04/2016
93,2016,Apr,02/04/2016
94,2016,Apr,03/04/2016
95,2016,Apr,04/04/2016
96,2016,Apr,05/04/2016
97,2016,Apr,06/04/2016
98,2016,Apr,07/04/2016
99,2016,Apr,08/04/2016
100,2016,Apr,09/04/2016
101,2016,Apr,10/04/2016
102,2016,Apr,11/04/2016
103,2016,Apr,12/04/2016
104,2016,Apr,13/04/2016
105,2016,Apr,14/04/2016
106,2016,Apr,15/04/2016
107,2016,Apr,16/04/2016
108,2016,Apr,17/04/2016
109,2016,Apr,18/04/2016
110,2016,Apr,19/04/2016
111,2016,Apr,20/04/2016
112,2016,Apr,21/04/2016
113,2016,Apr,22/04/2016
114,2016,Apr,23/04/2016
115,2016,Apr,24/04/2016
116,2016,Apr,25/04/2016
117,2016,Apr,26/04/2016
118,2016,Apr,27/04/2016
119,2016,Apr,28/04/2016
120,2016,Apr,29/04/2016
121,2016,Apr,30/04/2016
122,2016,May,01/05/2016
123,2016,May,02/05/2016
124,2016,May,03/05/2016
125,2016,May,04/05/2016
126,2016,May,05/05/2016
127,2016,May,06/05/2016
128,2016,May,07/05/2016
129,2016,May,08/05/2016
130,2016,May,09/05/2016
131,2016,May,10/05/2016
132,2016,May,11/05/2016
133,2016,May,12/05/2016
134,2016,May,13/05/2016
135,2016,May,14/05/2016
136,2016,May,15/05/2016
137,2016,May,16/05/2016
138,2016,May,17/05/2016
139,2016,May,18/05/2016
140,2016,May,19/05/2016
141,2016,May,20/05/2016
142,2016,May,21/05/2016
143,2016,May,22/05/2016
144,2016,May,23/05/2016
145,2016,May,24/05/2016
146,2016,May,25/05/2016
147,2016,May,26/05/2016
148,2016,May,27/05/2016
149,2016,May,28/05/2016
150,2016,May,29/05/2016
151,2016,May,30/05/2016
152,2016,May,31/05/2016
153,2016,Jun,01/06/2016
154,2016,Jun,02/06/2016
155,2016,Jun,03/06/2016
156,2016,Jun,04/06/2016
157,2016,Jun,05/06/2016
158,2016,Jun,06/06/2016
159,2016,Jun,07/06/2016
160,2016,Jun,08/06/2016
161,2016,Jun,09/06/2016
162,2016,Jun,10/06/2016
163,2016,Jun,11/06/2016
164,2016,Jun,12/06/2016
165,2016,Jun,13/06/2016
166,2016,Jun,14/06/2016
167,2016,Jun,15/06/2016
168,2016,Jun,16/06/2016
169,2016,Jun,17/06/2016
170,2016,Jun,18/06/2016
171,2016,Jun,19/06/2016
172,2016,Jun,20/06/2016
173,2016,Jun,21/06/2016
174,2016,Jun,22/06/2016
175,2016,Jun,23/06/2016
176,2016,Jun,24/06/2016
177,2016,Jun,25/06/2016
178,2016,Jun,26/06/2016
179,2016,Jun,27/06/2016
180,2016,Jun,28/06/2016
181,2016,Jun,29/06/2016
182,2016,Jun,30/06/2016
183,2016,Jul,01/07/2016
184,2016,Jul,02/07/2016
185,2016,Jul,03/07/2016
186,2016,Jul,04/07/2016
187,2016,Jul,05/07/2016
188,2016,Jul,06/07/2016
189,2016,Jul,07/07/2016
190,2016,Jul,08/07/2016
191,2016,Jul,09/07/2016
192,2016,Jul,10/07/2016
193,2016,Jul,11/07/2016
194,2016,Jul,12/07/2016
195,2016,Jul,13/07/2016
196,2016,Jul,14/07/2016
197,2016,Jul,15/07/2016
198,2016,Jul,16/07/2016
199,2016,Jul,17/07/2016
200,2016,Jul,18/07/2016
201,2016,Jul,19/07/2016
202,2016,Jul,20/07/2016
203,2016,Jul,21/07/2016
204,2016,Jul,22/07/2016
205,2016,Jul,23/07/2016
206,2016,Jul,24/07/2016
207,2016,Jul,25/07/2016
208,2016,Jul,26/07/2016
209,2016,Jul,27/07/2016
210,2016,Jul,28/07/2016
211,2016,Jul,29/07/2016
212,2016,Jul,30/07/2016
213,2016,Jul,31/07/2016
214,2016,Aug,01/08/2016
215,2016,Aug,02/08/2016
216,2016,Aug,03/08/2016
217,2016,Aug,04/08/2016
218,2016,Aug,05/08/2016
219,2016,Aug,06/08/2016
220,2016,Aug,07/08/2016
221,2016,Aug,08/08/2016
222,2016,Aug,09/08/2016
223,2016,Aug,10/08/2016
224,2016,Aug,11/08/2016
225,2016,Aug,12/08/2016
226,2016,Aug,13/08/2016
227,2016,Aug,14/08/2016
228,2016,Aug,15/08/2016
229,2016,Aug,16/08/2016
230,2016,Aug,17/08/2016
231,2016,Aug,18/08/2016
232,2016,Aug,19/08/2016
233,2016,Aug,20/08/2016
234,2016,Aug,21/08/2016
235,2016,Aug,22/08/2016
236,2016,Aug,23/08/2016
237,2016,Aug,24/08/2016
238,2016,Aug,25/08/2016
239,2016,Aug,26/08/2016
240,2016,Aug,27/08/2016
241,2016,Aug,28/08/2016
242,2016,Aug,29/08/2016
243,2016,Aug,30/08/2016
244,2016,Aug,31/08/2016
245,2016,Sep,01/09/2016
246,2016,Sep,02/09/2016
247,2016,Sep,03/09/2016
248,2016,Sep,04/09/2016
249,2016,Sep,05/09/2016
250,2016,Sep,06/09/2016
251,2016,Sep,07/09/2016
252,2016,Sep,08/09/2016
253,2016,Sep,09/09/2016
254,2016,Sep,10/09/2016
255,2016,Sep,11/09/2016
256,2016,Sep,12/09/2016
257,2016,Sep,13/09/2016
258,2016,Sep,14/09/2016
259,2016,Sep,15/09/2016
260,2016,Sep,16/09/2016
261,2016,Sep,17/09/2016
262,2016,Sep,18/09/2016
263,2016,Sep,19/09/2016
264,2016,Sep,20/09/2016
265,2016,Sep,21/09/2016
266,2016,Sep,22/09/2016
267,2016,Sep,23/09/2016
268,2016,Sep,24/09/2016
269,2016,Sep,25/09/2016
270,2016,Sep,26/09/2016
271,2016,Sep,27/09/2016
272,2016,Sep,28/09/2016
273,2016,Sep,29/09/2016
274,2016,Sep,30/09/2016
275,2016,Oct,01/10/2016
276,2016,Oct,02/10/2016
277,2016,Oct,03/10/2016
278,2016,Oct,04/10/2016
279,2016,Oct,05/10/2016
280,2016,Oct,06/10/2016
281,2016,Oct,07/10/2016
282,2016,Oct,08/10/2016
283,2016,Oct,09/10/2016
284,2016,Oct,10/10/2016
285,2016,Oct,11/10/2016
286,2016,Oct,12/10/2016
287,2016,Oct,13/10/2016
288,2016,Oct,14/10/2016
289,2016,Oct,15/10/2016
290,2016,Oct,16/10/2016
291,2016,Oct,17/10/2016
292,2016,Oct,18/10/2016
293,2016,Oct,19/10/2016
294,2016,Oct,20/10/2016
295,2016,Oct,21/10/2016
296,2016,Oct,22/10/2016
297,2016,Oct,23/10/2016
298,2016,Oct,24/10/2016
299,2016,Oct,25/10/2016
300,2016,Oct,26/10/2016
301,2016,Oct,27/10/2016
302,2016,Oct,28/10/2016
303,2016,Oct,29/10/2016
304,2016,Oct,30/10/2016
305,2016,Oct,31/10/2016
306,2016,Nov,01/11/2016
307,2016,Nov,02/11/2016
308,2016,Nov,03/11/2016
309,2016,Nov,04/11/2016
310,2016,Nov,05/11/2016
311,2016,Nov,06/11/2016
312,2016,Nov,07/11/2016
313,2016,Nov,08/11/2016
314,2016,Nov,09/11/2016
315,2016,Nov,10/11/2016
316,2016,Nov,11/11/2016
317,2016,Nov,12/11/2016
318,2016,Nov,13/11/2016
319,2016,Nov,14/11/2016
320,2016,Nov,15/11/2016
321,2016,Nov,16/11/2016
322,2016,Nov,17/11/2016
323,2016,Nov,18/11/2016
324,2016,Nov,19/11/2016
325,2016,Nov,20/11/2016
326,2016,Nov,21/11/2016
327,2016,Nov,22/11/2016
328,2016,Nov,23/11/2016
329,2016,Nov,24/11/2016
330,2016,Nov,25/11/2016
331,2016,Nov,26/11/2016
332,2016,Nov,27/11/2016
333,2016,Nov,28/11/2016
334,2016,Nov,29/11/2016
335,2016,Nov,30/11/2016
336,2016,Dec,01/12/2016
337,2016,Dec,02/12/2016
338,2016,Dec,03/12/2016
339,2016,Dec,04/12/2016
340,2016,Dec,05/12/2016
341,2016,Dec,06/12/2016
342,2016,Dec,07/12/2016
343,2016,Dec,08/12/2016
344,2016,Dec,09/12/2016
345,2016,Dec,10/12/2016
346,2016,Dec,11/12/2016
347,2016,Dec,12/12/2016
348,2016,Dec,13/12/2016
349,2016,Dec,14/12/2016
350,2016,Dec,15/12/2016
351,2016,Dec,16/12/2016
352,2016,Dec,17/12/2016
353,2016,Dec,18/12/2016
354,2016,Dec,19/12/2016
355,2016,Dec,20/12/2016
356,2016,Dec,21/12/2016
357,2016,Dec,22/12/2016
358,2016,Dec,23/12/2016
359,2016,Dec,24/12/2016
360,2016,Dec,25/12/2016
361,2016,Dec,26/12/2016
362,2016,Dec,27/12/2016
363,2016,Dec,28/12/2016
364,2016,Dec,29/12/2016
365,2016,Dec,30/12/2016
366,2016,Dec,31/12/2016
